Date,Close,High,Low,Open,Volume,Daily_Return,Volatility_7d,MA_7d,MA_30d,RSI,Movement
1950-02-14,17.059999465942383,17.059999465942383,17.059999465942383,17.059999465942383,2210000,-0.0104408531070476,0.0051736946135466,17.23285702296666,16.97666664123535,58.92848323839204,0.0
1950-02-15,17.059999465942383,17.059999465942383,17.059999465942383,17.059999465942383,1730000,0.0,0.0047778112301404,17.19999967302595,16.989999961853027,65.99992370634573,0.0
1950-02-16,16.989999771118164,16.989999771118164,16.989999771118164,16.989999771118164,1920000,-0.0041031475390115,0.0045409044588599,17.152856826782227,16.994666608174644,62.2641237829444,0.0
1950-02-17,17.149999618530273,17.149999618530273,17.149999618530273,17.149999618530273,1940000,0.0094172954424696,0.0062562688473062,17.14142826625279,17.00199991861979,64.6017280870694,1.0
1950-02-20,17.200000762939453,17.200000762939453,17.200000762939453,17.200000762939453,1420000,0.0029155186892921,0.0063888709579633,17.13999993460519,17.00933329264323,59.18365758149022,1.0
1950-02-21,17.170000076293945,17.170000076293945,17.170000076293945,17.170000076293945,1260000,-0.0017442258903935,0.0061348355326596,17.124285561697825,17.01233329772949,56.12245890950848,0.0
1950-02-23,17.209999084472656,17.209999084472656,17.209999084472656,17.209999084472656,1310000,0.0023295869540465,0.0062065102896912,17.119999749319895,17.01833324432373,57.84309692282376,1.0
1950-02-24,17.280000686645508,17.280000686645508,17.280000686645508,17.280000686645508,1710000,0.004067495984704,0.0043841923888544,17.151428495134628,17.024666595458985,52.74729881263034,1.0
1950-02-27,17.280000686645508,17.280000686645508,17.280000686645508,17.280000686645508,1410000,0.0,0.0043841923888544,17.182857240949357,17.041999944051106,49.41175414621887,0.0
1950-02-28,17.219999313354492,17.219999313354492,17.219999313354492,17.219999313354492,1310000,-0.003472301557105,0.004245960734112,17.215714318411692,17.060333251953125,44.31820398502743,0.0
1950-03-01,17.239999771118164,17.239999771118164,17.239999771118164,17.239999771118164,1410000,0.0011614668154,0.0026761644130922,17.228571483067103,17.077666600545246,50.61729267184237,1.0
1950-03-02,17.229999542236328,17.229999542236328,17.229999542236328,17.229999542236328,1340000,-0.0005800596876218,0.0025269439274131,17.23285702296666,17.08999989827474,51.25001788123996,0.0
1950-03-03,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,1520000,0.0034823781128916,0.0026097144438912,17.25,17.104666582743327,50.63292056080408,1.0
1950-03-06,17.31999969482422,17.31999969482422,17.31999969482422,17.31999969482422,1470000,0.0017350363047079,0.0025685175013108,17.265714372907365,17.119666544596353,55.12817064313958,1.0
1950-03-07,17.200000762939453,17.200000762939453,17.200000762939453,17.200000762939453,1590000,-0.0069283449191183,0.0035084746929604,17.25428581237793,17.129666582743326,59.72227005290221,0.0
1950-03-08,17.190000534057617,17.190000534057617,17.190000534057617,17.190000534057617,1360000,-0.0005814086301312,0.0034971815546539,17.24142864772252,17.138666598002114,58.90414180157395,0.0
1950-03-09,17.06999969482422,17.06999969482422,17.06999969482422,17.06999969482422,1330000,-0.0069808513964643,0.0041453312205605,17.22000013078962,17.145666567484536,55.12817064313958,0.0
1950-03-10,17.09000015258789,17.09000015258789,17.09000015258789,17.09000015258789,1260000,0.0011716730006583,0.0041463190270747,17.198571613856725,17.157333246866862,45.31257916178658,1.0
1950-03-13,17.1200008392334,17.1200008392334,17.1200008392334,17.1200008392334,1060000,0.0017554526844731,0.0042994341822456,17.182857513427734,17.170333290100096,43.548441677100605,1.0
1950-03-14,17.25,17.25,17.25,17.25,1140000,0.0075934085510489,0.0051878591625245,17.177143096923828,17.184666633605957,55.55552612129095,1.0
1950-03-15,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,1830000,0.0115942471269248,0.006895761109907,17.195714678083146,17.198999977111818,63.63638334026911,1.0
1950-03-16,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,2060000,0.0022922066722004,0.0059207320072911,17.237143107822963,17.213666661580405,62.35285405905136,1.0
1950-03-17,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,1600000,-0.0022869644769671,0.0060966586412585,17.274285997663224,17.227000045776368,59.55055216590908,0.0
1950-03-20,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,1430000,-0.0005730789939605,0.004848183271869,17.327143260410853,17.234000078837077,63.09530837734615,0.0
1950-03-21,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,1400000,0.000573407601812,0.0048924638730493,17.378571919032506,17.239333407084146,62.65066332076321,1.0
1950-03-22,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,2010000,0.0057305713323216,0.0049552204613677,17.44000026157924,17.247000058492024,67.39132237573185,1.0
1950-03-23,17.559999465942383,17.559999465942383,17.559999465942383,17.559999465942383,2020000,0.0005698136362717,0.0047074133155954,17.48428589957101,17.258000055948894,65.51721113983106,1.0
1950-03-24,17.559999465942383,17.559999465942383,17.559999465942383,17.559999465942383,1570000,0.0,0.0025372243258035,17.5,17.269666735331217,64.28573050469913,0.0
1950-03-27,17.459999084472656,17.459999084472656,17.459999084472656,17.459999084472656,1930000,-0.0056947827170312,0.0034418602433882,17.49571418762207,17.275666681925454,65.85356209119922,0.0
1950-03-28,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,1780000,0.0040092557756834,0.0036350878849298,17.507142748151505,17.2853333791097,69.31816704018865,1.0
1950-03-29,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,2090000,-0.0051340644074505,0.0042496237358902,17.507142748151505,17.29800008138021,71.76474548126873,0.0
1950-03-30,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,2370000,-0.0080275970590522,0.0051967031587684,17.485713958740234,17.306000073750813,60.82468145351581,0.0
1950-03-31,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,1880000,-0.0005779376863661,0.0042512459974147,17.448571341378347,17.316000111897786,58.94738321491027,0.0
1950-04-03,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,1570000,0.0138808420132952,0.0074383769880854,17.444285801478795,17.328666814168294,63.20758621310134,1.0
1950-04-04,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,2010000,0.0011408185756818,0.007456491724499,17.44285719735282,17.34033342997233,55.68174921755112,1.0
1950-04-05,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,1430000,0.0045584004093355,0.0071659817840918,17.46714292253767,17.355666732788087,57.60867762426816,1.0
1950-04-06,17.780000686645508,17.780000686645508,17.780000686645508,17.780000686645508,2000000,0.0085083115722839,0.0076253097723703,17.502857208251953,17.37466678619385,66.01940309286559,1.0
1950-04-10,17.850000381469727,17.850000381469727,17.850000381469727,17.850000381469727,2070000,0.0039369905579809,0.0069410657572069,17.56142861502511,17.393666776021323,68.80732981727952,1.0
1950-04-11,17.75,17.75,17.75,17.75,2010000,-0.0056022621474864,0.0063106290224524,17.625714438302175,17.409333419799804,62.71182879125852,0.0
1950-04-12,17.940000534057617,17.940000534057617,17.940000534057617,17.940000534057617,2010000,0.0107042554398657,0.0064768286670713,17.718571526663645,17.43333346048991,65.3543531772314,1.0
1950-04-13,17.979999542236328,17.979999542236328,17.979999542236328,17.979999542236328,2410000,0.0022295990517267,0.0052944998388174,17.78285707746233,17.45800011952718,66.1538348677695,1.0
1950-04-14,17.959999084472656,17.959999084472656,17.959999084472656,17.959999084472656,2750000,-0.0011123725402044,0.005534764960722,17.84142848423549,17.482333437601724,65.15148231153034,0.0
1950-04-17,17.8799991607666,17.8799991607666,17.8799991607666,17.8799991607666,2520000,-0.0044543389634812,0.0062056461319676,17.877142769949778,17.502000045776366,66.1538348677695,0.0
1950-04-18,18.030000686645508,18.030000686645508,18.030000686645508,18.030000686645508,3320000,0.0083893474787206,0.0061850764945217,17.912857055664062,17.525666745503745,68.11592800731978,1.0
1950-04-19,18.049999237060547,18.049999237060547,18.049999237060547,18.049999237060547,2950000,0.0011091818998016,0.0061305790154665,17.941428320748464,17.554000027974446,73.28240273610001,1.0
1950-04-20,17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578,2590000,-0.0066481405516285,0.0063446292162928,17.96714265005929,17.57866668701172,74.41870093001937,0.0
1950-04-21,17.959999084472656,17.959999084472656,17.959999084472656,17.959999084472656,2710000,0.0016731053422356,0.0049067477082265,17.96999958583287,17.608333333333334,75.57249685505289,1.0
1950-04-24,17.829999923706055,17.829999923706055,17.829999923706055,17.829999923706055,2310000,-0.0072382609907253,0.0055118337174865,17.948571068899973,17.632999992370607,62.50000000000001,0.0
1950-04-25,17.829999923706055,17.829999923706055,17.829999923706055,17.829999923706055,1830000,0.0,0.005530216253079,17.92999976021903,17.656666628519694,61.864451984049374,0.0
1950-04-26,17.760000228881836,17.760000228881836,17.760000228881836,17.760000228881836,1880000,-0.0039259503714943,0.0054789616321333,17.912857055664062,17.67366663614909,55.55560989605749,0.0
1950-04-27,17.860000610351562,17.860000610351562,17.860000610351562,17.860000610351562,2070000,0.0056306520372169,0.0047454506270795,17.888571330479213,17.68733329772949,53.571434653551336,1.0
1950-04-28,17.959999084472656,17.959999084472656,17.959999084472656,17.959999084472656,2190000,0.0055990185164458,0.0053915426666259,17.8757141658238,17.702999941507976,54.78256975531115,1.0
1950-05-01,18.21999931335449,18.21999931335449,18.21999931335449,18.21999931335449,2390000,0.0144766281812687,0.0071375652019682,17.917142595563615,17.728666559855142,67.93896464113334,1.0
1950-05-02,18.11000061035156,18.11000061035156,18.11000061035156,18.11000061035156,2250000,-0.0060372506667607,0.0078160810738049,17.93857138497489,17.750999895731606,56.91060692758707,0.0
1950-05-03,18.270000457763672,18.270000457763672,18.270000457763672,18.270000457763672,2120000,0.0088348891231209,0.0072600044234751,18.001428604125977,17.778333218892417,60.7408171396439,1.0
1950-05-04,18.1200008392334,18.1200008392334,18.1200008392334,18.1200008392334,2150000,-0.0082101595386951,0.0084821108690427,18.042857306344168,17.79733327229818,55.40548725872905,0.0
1950-05-05,18.21999931335449,18.21999931335449,18.21999931335449,18.21999931335449,1800000,0.0055186793316575,0.0080602826702802,18.108571461268838,17.819333267211913,61.33339606422965,1.0
1950-05-08,18.270000457763672,18.270000457763672,18.270000457763672,18.270000457763672,1680000,0.0027443000161109,0.0080180270265324,18.167142868041992,17.842999966939292,58.57146944341886,1.0
1950-05-09,18.270000457763672,18.270000457763672,18.270000457763672,18.270000457763672,1720000,0.0,0.0080268346313235,18.211428778512136,17.870000012715657,57.97109662010687,0.0
1950-05-10,18.290000915527344,18.290000915527344,18.290000915527344,18.290000915527344,1880000,0.0010947157779173,0.0060397613418456,18.22142900739397,17.895333353678385,64.06257916273026,1.0
1950-05-11,18.290000915527344,18.290000915527344,18.290000915527344,18.290000915527344,1750000,0.0,0.0053293503191942,18.2471433367048,17.923666699727377,63.20011352573708,0.0
1950-05-12,18.18000030517578,18.18000030517578,18.18000030517578,18.18000030517578,1790000,-0.0060142484879909,0.0048197467940598,18.234286172049387,17.95300006866455,64.2276851411053,0.0
1950-05-15,18.26000022888184,18.26000022888184,18.26000022888184,18.26000022888184,1220000,0.0044004357735505,0.0037893185458397,18.254286084856307,17.9853333791097,66.41225597539952,1.0
1950-05-16,18.440000534057617,18.440000534057617,18.440000534057617,18.440000534057617,1730000,0.0098576288564922,0.0048404725632837,18.28571483067104,18.01566670735677,73.94370359226744,1.0
1950-05-17,18.520000457763672,18.520000457763672,18.520000457763672,18.520000457763672,2020000,0.0043383905308624,0.0049329724047097,18.321429116385325,18.04800008138021,73.57146165814262,1.0
1950-05-18,18.559999465942383,18.559999465942383,18.559999465942383,18.559999465942383,5240000,0.0021597736063738,0.0048573624119662,18.362857546125134,18.079000091552736,72.3881032531724,1.0
1950-05-19,18.68000030517578,18.68000030517578,18.68000030517578,18.68000030517578,2110000,0.0064655626447402,0.0050620517958769,18.418571744646343,18.10900007883708,69.16672627136828,1.0
1950-05-22,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,1620000,-0.0042826510920285,0.0057069696072432,18.462857382638116,18.13400007883708,70.94015979341948,0.0
1950-05-23,18.709999084472656,18.709999084472656,18.709999084472656,18.709999084472656,1460000,0.0059139086423092,0.0044010132250585,18.53857149396624,18.1660000483195,69.64281456807026,1.0
